"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9309","Frames&alerts","","2026-01-07","passed","2026-01-07","","HandlingFramesNdjavaAlerts.spec.js","",""
